Horizontal_vibration_signals,Vertical_vibration_signals
1.0403990745544434,1.4195442199707031
0.76384536921978,0.06681680213660002
-0.1395701989531517,1.6494989395141602
0.6501079350709915,1.9662261009216309
0.19222499802708626,1.0893821716308594
0.9444952011108398,0.7610321044921875
0.1638769917190075,0.7521629333496094
-0.15130040235817432,0.6440401077270508
-1.189124584197998,0.9093999862670898
-1.0636209696531296,-0.1989722065627575
-0.20084379240870476,0.33620599657297134
-0.7104039192199707,0.35561319440603256
-0.7534980773925781,0.3643513098359108
-0.6257891654968262,0.4671812057495117
-0.17178060486912727,-0.4358768090605736
-0.7277846336364746,-0.42002201080322266
-0.9164333343505859,-0.1337767019867897
-0.16660690307617188,-0.7389187812805176
-0.0409244978800416,-1.1254429817199707
-0.25871990248560905,-0.9608746320009232
-0.5068540945649147,-1.0294079780578613
-0.9790658950805664,-0.2580999955534935
-0.3636360168457031,-1.3326287269592285
0.15909669920802116,-2.1906614303588867
-0.25269990786910057,-1.4917612075805664
0.6888508796691895,-1.5217900276184082
0.33686161041259766,-1.4255762100219727
-0.1854896917939186,-1.8078207969665527
0.41766170412302017,-1.4496326446533203
-0.1990675926208496,-1.2758731842041016
-0.7483839988708496,-1.11924409866333
-0.2178310975432396,-1.8674492835998535
-0.2090095914900303,-0.7971286773681641
-0.14873740263283253,-1.1445044726133347
-0.5570530891418457,-0.6712914258241653
-0.02225639997050166,-0.14158490113914013
0.6112455949187279,-0.7804989814758301
0.34743551164865494,0.0982522964477539
-0.2759337052702904,1.128387525677681
0.42362209409475327,0.16052719205617905
0.21522050723433495,1.0772228240966797
-0.8823513984680176,0.66375732421875
-1.0330439358949661,0.8197308331727982
-0.22610429674386978,0.9753704071044922
-1.0582804679870605,0.955975130200386
0.3049135021865368,0.49582719802856445
0.643455982208252,1.1430144309997559
-0.1279354002326727,0.03535750089213252
-1.3591766357421875,0.923168733716011
0.7244706153869629,0.9364128112792969
-0.7347583770751953,-0.062453700229525566
-1.588428020477295,0.7233142852783203
0.602114200592041,0.1801013946533203
0.9999632835388184,-0.7048249244689941
-0.1951098069548607,-1.0378003120422363
1.0771750658750534,0.003468999930191785
-1.0547637939453125,-0.0819087028503418
-0.5003929138183594,-0.5462050065398216
0.8664131164550781,-1.3221263885498047
-0.25649070739746094,-0.25392770767211914
0.7351397722959518,-1.4545083045959473
0.9287595748901367,-0.6642699241638184
0.22107360884547234,-1.1404156684875488
0.4083037003874779,-1.2023568153381348
0.26390550658106804,-1.2396454811096191
-0.719153881072998,-0.9920834749937057
0.012326199794188142,-1.7479777336120605
0.5169392004609108,-0.7769584655761719
0.07627009879797697,-1.488792896270752
0.2151607908308506,-0.9863972663879395
0.19652839750051498,-0.200581606477499
0.5906581878662109,-1.387953758239746
-0.37599798291921616,-0.07033349946141243
-0.10387900285422802,0.780642032623291
-0.3062844090163708,0.47565698623657227
0.27953390032052994,0.4956961050629616
-0.4047394171357155,0.4387975111603737
0.2876281924545765,0.3826022148132324
-1.168382167816162,0.5629897117614746
-0.7247210294008255,0.44394731521606445
-0.37256479263305664,0.0893712043762207
0.7176876068115234,1.0187745094299316
-0.3183722123503685,0.008869200246408582
-0.0767350010573864,1.6418695449829102
0.2674221992492676,0.8796930313110352
0.9086728096008301,0.43686628341674805
-0.5616902932524681,0.7990598678588867
-0.3228187933564186,0.7332205772399902
-0.6086945906281471,-0.09160039946436882
0.3430962935090065,0.3714561089873314
0.14952420257031918,-0.6665706634521484
-0.9093164652585983,1.0287761688232422
-0.31068330630660057,0.25162700563669205
0.5600452050566673,-1.1516571044921875
0.3507376089692116,-0.812220573425293
-0.2586841955780983,-0.9182929992675781
-0.1381754968315363,-0.11056659743189812
0.17098190262913704,-0.9020925313234329
0.4099131003022194,-1.13677978515625
0.07097720168530941,-0.9853600710630417
1.1505365371704102,-0.834345817565918
0.5903958901762962,-1.6353368759155273
0.3429294005036354,-0.4521965980529785
0.7444024085998535,-1.3647079467773438
0.5731701850891113,-1.2807369232177734
-0.4324674978852272,-0.6411910057067871
-0.21748540922999382,-1.2966632843017578
-0.09875300340354443,-0.692284107208252
-0.1398324966430664,-0.5910158157348633
0.7344722747802734,-0.8943319320678711
0.33141370862722397,-0.4638195037841797
0.4425048828125,-0.11613369919359684
-0.09931329637765884,-0.9820342063903809
-0.141871003434062,0.03733630059286952
-0.536799393594265,-0.4257917031645775
-0.06951089948415756,0.16275640577077866
-0.0618695979937911,0.6458640098571777
0.24783609434962273,0.47426220029592514
0.47396421432495117,0.7150769233703613
-0.12871029786765575,0.8683443069458008
-0.7086396217346191,0.8372188359498978
-1.0257959365844727,1.1201859265565872
-0.9877800941467285,1.605224609375
-0.38498640060424805,0.6103754043579102
-0.21597150713205338,1.1283397674560547
0.4889965057373047,0.36444660276174545
0.31549930572509766,0.4601716995239258
0.021958400029689074,0.2861499972641468
0.241851806640625,0.7746577262878418
-0.3677487000823021,-0.49818750470876694
1.4344453811645508,0.11430979706346989
-0.1919865980744362,-0.4058479890227318
0.7536768913269043,-0.795447826385498
0.05716090090572834,-0.19686220213770866
-0.13613699935376644,-0.6337642669677734
0.45660730451345444,-1.0315536707639694
-0.3859281912446022,-0.9270071983337402
0.04751679953187704,-0.478518009185791
-0.07333760149776936,-0.74462890625
1.4771223068237305,-0.1672505959868431
-0.05820990074425936,-1.1818646639585495
0.8290290832519531,-0.21970270201563835
0.3377079963684082,-0.5645155906677246
0.7936716079711914,-0.19717220216989517
0.343930684030056,-0.3852247819304466
1.1481881141662598,0.5765438079833984
0.7269381731748581,0.3323078155517578
-0.09946820326149464,0.09764430113136768
-0.15163419768214226,0.7619143277406693
-0.6599187850952148,1.1087418347597122
0.14170410111546516,1.1305928230285645
-1.3225674629211426,1.355421543121338
-0.35474300384521484,1.6816139221191406
-1.0130882263183594,1.9358277320861816
-1.1638641357421875,2.079331874847412
-1.2690305709838867,2.4841785430908203
-2.016150951385498,2.6560544967651367
-0.8839607238769531,2.469789981842041
-1.0353446006774902,1.7751097679138184
-1.2360572814941406,1.6506671905517578
-1.2807130813598633,2.547478675842285
-0.4006623849272728,1.4196991920471191
-0.2901316061615944,0.9423494338989258
0.05097390152513981,1.322627067565918
0.49930810928344727,0.4272102937102318
0.7282257080078125,0.06686449982225895
1.156151294708252,-0.30727390199899673
1.86232328414917,-1.3659477233886719
1.0577917098999023,-1.2775897979736328
0.8877872675657272,-1.3949990272521973
1.4638066291809082,-1.8882989883422852
0.933527871966362,-1.3937711715698242
0.72722427546978,-1.0137557983398438
1.2113214284181595,-1.43890380859375
1.2843012809753418,-1.154947280883789
0.7809638977050781,-2.0586490631103516
0.6243586912751198,-1.7678618431091309
0.44983629137277603,-0.8858680725097656
-0.2633571997284889,-1.1810064315795898
-1.0443329811096191,-1.050102710723877
-0.5133270844817162,0.08120539598166943
-0.9537339210510254,-1.154327392578125
-0.9387136250734329,-0.5137801170349121
-1.1374235153198242,-0.15395879745483398
-0.030815599020570517,-0.46906471252441406
-1.1434078216552734,-0.5012631043791771
-1.0561823844909668,0.33261779695749283
-0.5056023970246315,0.28710370883345604
0.03415350103750825,0.3425478935241699
-0.2499103918671608,0.8145809173583984
0.2609729953110218,0.4223227873444557
0.34286979585886,0.6501674652099609
0.024568999651819468,-0.12484789825975895
0.034785300958901644,0.1950383000075817
-0.07598400115966797,0.27419330552220345
0.14163260348141193,0.5208969116210938
0.8157134056091309,-0.5217194929718971
1.7178773880004883,-0.9634494781494141
1.3129234313964844,0.013017699820920825
1.2813210487365723,-0.8039116859436035
0.3464818000793457,-0.8164287358522415
0.24621490389108658,-1.0716558247804642
1.0386229306459427,-1.9457459449768066
-0.2811790071427822,-1.2015820294618607
-0.21305080503225327,-1.1226773262023926
0.10448689572513103,-1.2964725494384766
-0.01808400033041835,-1.259756088256836
